"id","gene","category"
"GO:0003677","HER3","MF"
"GO:0005543","SYTL4","MF"
"GO:0005509","ZZEF1","MF"
"GO:0004672","DYRK3","MF"
"GO:0003951","CERKL","MF"
"GO:0046983","NEUROD4","MF"
"GO:0016616","IDH3B","MF"
"GO:0016747","SI:DKEY-76K16.6","MF"
"GO:0003735","MRPS9","MF"
"GO:0008270","NEIL1","MF"
"GO:0015095","ZDHHC13","MF"
"GO:0005524","SCYL1","MF"
"GO:0031683","GNA12A","MF"
"GO:0004985","OGFR","MF"
"GO:0033743","MSRB1B","MF"
"GO:0043022","EIF6","MF"
"GO:0034597","TMEM55BA","MF"
"GO:0003676","DDX3A","MF"
"GO:0004476","MPI","MF"
"GO:0000030","ALG9","MF"
"GO:0005509","EHD2B","MF"
"GO:0052726","ITPK1A","MF"
"GO:0003712","DR1","MF"
"GO:0008270","ZNF346","MF"
"GO:0046983","ZBED4","MF"
"GO:0030246","MAN2A2","MF"
"GO:0003735","RPS27.2","MF"
"GO:0003924","RND1","MF"
"GO:0003824","PLD1B","MF"
"GO:0004332","ALDOAA","MF"
"GO:0019901","CCNB3","MF"
"GO:0004222","HE1A","MF"
"GO:0051010","CLASP1A","MF"
"GO:0005509","PRRG1","MF"
"GO:0003676","TRA2A","MF"
"GO:0004888","ADGRG2","MF"
"GO:0008190","GRA","MF"
"GO:0005524","CASKB","MF"
"GO:0005230","CHRNA1","MF"
"GO:0061630","RNF14","MF"
"GO:0003700","FOXA2","MF"
"GO:0061630","UBE3A","MF"
"GO:0070883","TARBP2","MF"
"GO:0003700","RFX4","MF"
"GO:0022857","SLC22A18","MF"
"GO:0003676","FMR1","MF"
"GO:0031681","GNG2","MF"
"GO:0003676","ANKHD1","MF"
"GO:0008430","SEPP1A","MF"
"GO:0004672","MAST2","MF"
"GO:0070122","MPND","MF"
"GO:0004672","TAOK1A","MF"
"GO:0008376","CHPFA","MF"
"GO:0003677","SRCAP","MF"
"GO:0003677","PDS5B","MF"
"GO:0004806","LIPIA","MF"
"GO:0003676","PCBP4","MF"
"GO:0008320","TIMM17A","MF"
"GO:0003729","LUC7L3","MF"
"GO:0003676","DDX54","MF"
"GO:0005509","ANXA1C","MF"
"GO:0008137","NDUFA12","MF"
"GO:0043565","FOXO3B","MF"
"GO:0008270","TRIM44","MF"
"GO:0003676","SI:CH1073-296I8.2","MF"
"GO:1901981","SNX3","MF"
"GO:0004869","CST3","MF"
"GO:0000976","SIX1B","MF"
"GO:0005509","SPARC","MF"
"GO:0008324","SLC30A1A","MF"
"GO:0016301","CERKL","MF"
"GO:0004843","ATXN3","MF"
"GO:0008270","SF3A2","MF"
"GO:0003677","XRCC3","MF"
"GO:0003824","SLC3A2","MF"
"GO:0070290","NAPEPLD","MF"
"GO:0003924","RASL11B","MF"
"GO:0051082","HSP90AA1.1","MF"
"GO:0004127","AK7A","MF"
"GO:0008237","ADAM19B","MF"
"GO:0016705","P3H2","MF"
"GO:0005506","SI:CH211-5K11.2","MF"
"GO:0000981","PHOX2A","MF"
"GO:0008270","POLR3K","MF"
"GO:0004252","IMMP2L","MF"
"GO:0030276","AP1B1","MF"
"GO:0046983","OLIG3","MF"
"GO:0005524","DNAJA2L","MF"
"GO:0000981","DLX2B","MF"
"GO:0003824","LGI1A","MF"
"GO:0008199","ZGC:92066","MF"
"GO:0042803","GPD1A","MF"
"GO:0005102","NRG1","MF"
"GO:0000774","BAG2","MF"
"GO:0005164","TNFB","MF"
"GO:0004842","RNF19A","MF"
"GO:0003824","NDUFA9A","MF"
"GO:0005524","NVL","MF"
"GO:0016780","CDIPT","MF"
"GO:0004146","DHFR","MF"
"GO:0000981","HOXB5B","MF"
"GO:0003676","ZGC:163098","MF"
"GO:0008270","DBF4","MF"
"GO:0000981","ENG1B","MF"
"GO:0004672","PHKG2","MF"
"GO:0000981","DLX2A","MF"
"GO:0005216","CACNA1G","MF"
"GO:0019205","AK3","MF"
"GO:0004672","PRKAA1","MF"
"GO:0005509","ZGC:153867","MF"
"GO:0005525","AAGAB","MF"
"GO:0003779","PARVG","MF"
"GO:0003979","UGDH","MF"
"GO:0004930","GPR63","MF"
"GO:0004222","ADAMTS18","MF"
"GO:0003700","PAX1B","MF"
"GO:0015078","ATP6V0A1A","MF"
"GO:0004500","MOXD1","MF"
"GO:0008138","PTP4A1","MF"
"GO:0008270","TRIM3A","MF"
"GO:0004252","ZGC:112038","MF"
"GO:0004470","ME3","MF"
"GO:0046982","TAF6","MF"
"GO:0046961","ATP6V1AA","MF"
"GO:0038023","OGFRL1","MF"
"GO:0016787","DCTD","MF"
"GO:0003779","WIPF3","MF"
"GO:0000062","ECI2","MF"
"GO:0005525","RAB1AB","MF"
"GO:0030215","SEMA6E","MF"
"GO:0000981","LMX1BA","MF"
"GO:0008474","SI:CH73-95L15.5","MF"
"GO:0005085","RAB3IP","MF"
"GO:0005154","HBEGFB","MF"
"GO:0030215","SEMA3B","MF"
"GO:0003677","MYBBP1A","MF"
"GO:0016779","PAPD4","MF"
"GO:0003700","PBX1A","MF"
"GO:0043130","TOLLIP","MF"
"GO:0005509","VCANB","MF"
"GO:0003700","GATA3","MF"
"GO:0003676","ENPP1","MF"
"GO:0005093","GDI2","MF"
"GO:0005085","PLEKHG5","MF"
"GO:0003677","FAM60AL","MF"
"GO:0008270","BRAP","MF"
"GO:0003677","HER11","MF"
"GO:0016791","PTPN6","MF"
"GO:0008609","AGPS","MF"
"GO:0003676","SF3A3","MF"
"GO:0008376","B4GALNT3B","MF"
"GO:0009055","ETFB","MF"
"GO:0004725","DUSP1","MF"
"GO:0008270","SEC23B","MF"
"GO:0005524","CHEK2","MF"
"GO:0003700","TFDP2","MF"
"GO:0015075","SFXN2","MF"
"GO:0003924","ARHGAP5","MF"
"GO:0030976","OGDHB","MF"
"GO:0005524","ILK","MF"
"GO:0003700","FOXO3B","MF"
"GO:0005096","CHN1","MF"
"GO:0019104","TDG.2","MF"
"GO:0000981","MNX1","MF"
"GO:0008270","TRIM33","MF"
"GO:0043565","GATA5","MF"
"GO:0008080","NAA50","MF"
"GO:0004896","GHRA","MF"
"GO:0004672","PRKCDB","MF"
"GO:0004222","YBEY","MF"
"GO:0005200","TLN1","MF"
"GO:0003700","NFIA","MF"
"GO:0005198","CLDNA","MF"
"GO:0004197","LGMN","MF"
"GO:0031418","P4HA1A","MF"
"GO:0003700","TFAP2E","MF"
"GO:0003924","RHOAC","MF"
"GO:0009922","ELOVL4B","MF"
"GO:0005525","RAB6BB","MF"
"GO:0005525","RHOGC","MF"
"GO:0005509","BMP1A","MF"
"GO:0005198","EPB41L3A","MF"
"GO:0004526","RPP21","MF"
"GO:0051082","HSPA9","MF"
"GO:0004053","ARG2","MF"
"GO:0016773","HK2","MF"
"GO:0005158","IRS2B","MF"
"GO:0003676","RBM6","MF"
"GO:0003950","TRPT1","MF"
"GO:0004602","GPX1B","MF"
"GO:0003676","NIFK","MF"
"GO:0003924","RHOGB","MF"
"GO:0004525","DICER1","MF"
"GO:0004722","ILKAP","MF"
"GO:0003735","RPS4X","MF"
"GO:0008017","KIF18A","MF"
"GO:0005388","ATP2A2B","MF"
"GO:0050220","PTGESL","MF"
"GO:0005525","GNAL","MF"
"GO:0046983","POLR1C","MF"
"GO:0000977","MEF2D","MF"
"GO:0005245","CACNA1AA","MF"
"GO:0017176","PIGQ","MF"
"GO:0032549","POLR1B","MF"
"GO:0030170","SGPL1","MF"
"GO:0008092","EPB41L3A","MF"
"GO:0003676","TSEN15","MF"
"GO:0000981","SIX2A","MF"
"GO:0005096","ARFGAP2","MF"
"GO:0005525","RAB1BA","MF"
"GO:0004888","CHRNA5","MF"
"GO:0016787","DPYSL5A","MF"
"GO:0005096","EVI5B","MF"
"GO:0005524","DNAJA2","MF"
"GO:0004935","ADRA2DA","MF"
"GO:0000976","IRF5","MF"
"GO:0009055","TXNRD1","MF"
"GO:0005509","MYL12.2","MF"
"GO:0031681","GNGT2A","MF"
"GO:0008270","HUWE1","MF"
"GO:0008308","VDAC2","MF"
"GO:0035091","PIK3C2A","MF"
"GO:0003713","NCOA2","MF"
"GO:0016787","DPYSL3","MF"
"GO:0004602","GPX1A","MF"
"GO:0015377","SLC12A7A","MF"
"GO:0005509","MYLPFA","MF"
"GO:0030296","ABI1A","MF"
"GO:0004674","TRPM7","MF"
"GO:0030623","PRPF8","MF"
"GO:0004672","ZGC:171775","MF"
"GO:0005516","CAMSAP2A","MF"
"GO:0004222","ADAM17A","MF"
"GO:0004714","KDRL","MF"
"GO:0005504","FABP2","MF"
"GO:0003676","DDX20","MF"
"GO:0005201","COL4A4","MF"
"GO:0005085","ARHGEF9B","MF"
"GO:0003676","ABT1","MF"
"GO:0003676","ZNF346","MF"
"GO:0004725","MTM1","MF"
"GO:0005509","MYL9A","MF"
"GO:0005509","SLC25A25A","MF"
"GO:0061630","PELI1B","MF"
"GO:0003700","FOSB","MF"
"GO:0016818","HLTF","MF"
"GO:0008270","EHMT1A","MF"
"GO:0003677","ASXL1","MF"
"GO:0030215","SEMA5BB","MF"
"GO:0035497","CREB3L2","MF"
"GO:0019001","GNAI2A","MF"
"GO:0005524","SMC2","MF"
"GO:0004725","PTPN13","MF"
"GO:0004825","MARS","MF"
"GO:0003700","CEBPD","MF"
"GO:0000977","MEF2AA","MF"
"GO:1901981","PHLDA1","MF"
"GO:0046983","MYF5","MF"
"GO:0004791","TXNRD1","MF"
"GO:0051010","MAPRE1A","MF"
"GO:0000981","GSC","MF"
"GO:0003779","EPB41A","MF"
"GO:0003735","SI:DKEY-151G10.6","MF"
"GO:0008270","ZFAND2A","MF"
"GO:0005516","MARCKSL1A","MF"
"GO:0008137","NDUFS1","MF"
"GO:0008093","ZGC:162200","MF"
"GO:0016616","GPD1A","MF"
"GO:0004145","SAT1A.1","MF"
"GO:0008270","MARCH6","MF"
"GO:0000062","ACBD6","MF"
"GO:0008270","POLR1A","MF"
"GO:0003714","SIN3AA","MF"
"GO:0003676","NEIL1","MF"
"GO:0005509","MCFD2","MF"
"GO:0003924","RAC2","MF"
"GO:0050429","PLCH1","MF"
"GO:0008237","ADAM8A","MF"
"GO:0000981","GATA6","MF"
"GO:0003690","MTERF4","MF"
"GO:0003924","RAP2B","MF"
"GO:0046983","ASCL1B","MF"
"GO:0043565","ETV2","MF"
"GO:0003735","RPS9","MF"
"GO:0005261","TMEM38A","MF"
"GO:0008080","SAT1A.1","MF"
"GO:0004252","RHBDD1","MF"
"GO:0008270","MBTD1","MF"
"GO:0003677","HER4.1","MF"
"GO:0004749","PRPSAP2","MF"
"GO:0003824","COASY","MF"
"GO:0016274","PRMT2","MF"
"GO:0016791","PPM1BA","MF"
"GO:0003677","HAUS3","MF"
"GO:0008047","GM2A","MF"
"GO:0008890","GCAT","MF"
"GO:0008017","MAP6B","MF"
"GO:0003676","RBM12B","MF"
"GO:0004888","ADGRL4","MF"
"GO:0004998","TFR1B","MF"
"GO:0046983","HEY2","MF"
"GO:0000981","HOXD12A","MF"
"GO:0003676","RBM8A","MF"
"GO:0016757","GYG1A","MF"
"GO:0032440","PTGR1","MF"
"GO:0003712","MED12","MF"
"GO:0005525","RHOUB","MF"
"GO:0008017","CENPF","MF"
"GO:0003735","MRPL34","MF"
"GO:0004842","RMND5B","MF"
"GO:0016791","PTPN4A","MF"
"GO:0008270","ADH8B","MF"
"GO:0005112","JAG2B","MF"
"GO:0004639","PAICS","MF"
"GO:0003924","ARL8A","MF"
"GO:0003824","RPE","MF"
"GO:0005085","PLEKHG7","MF"
"GO:0043565","ERF","MF"
"GO:0005227","HRC","MF"
"GO:0003735","RPS24","MF"
"GO:0005509","EHD1B","MF"
"GO:0005524","AK7A","MF"
"GO:0008017","KATNBL1","MF"
"GO:0002161","IARS","MF"
"GO:0008137","NDUFV1","MF"
"GO:0003700","HOXB3A","MF"
"GO:0052650","RDH10B","MF"
"GO:0004751","RPIA","MF"
"GO:0003676","TIA1","MF"
"GO:0004674","SLKB","MF"
"GO:0000976","SIX1A","MF"
"GO:0043565","RXRAA","MF"
"GO:0008121","UQCRH","MF"
"GO:0003995","ACADM","MF"
"GO:0000981","ISL2A","MF"
"GO:0003677","RFC4","MF"
"GO:0008134","CENPF","MF"
"GO:0003700","MSGN1","MF"
"GO:0004707","NLK1","MF"
"GO:0003779","PPP1R9BA","MF"
"GO:0004674","TP53RK","MF"
"GO:0005216","ITPR3","MF"
"GO:0004672","MASTL","MF"
"GO:0017070","PRPF8","MF"
"GO:0016316","INPP4AA","MF"
"GO:0005178","EGFL6","MF"
"GO:0016624","BCKDHA","MF"
"GO:0005524","AK9","MF"
"GO:0003924","GSPT1","MF"
"GO:0051082","TRAP1","MF"
"GO:0004643","ATIC","MF"
"GO:0008270","RNF7","MF"
"GO:0004656","P4HA1A","MF"
"GO:0005524","SYN2A","MF"
"GO:0004862","PKIG","MF"
"GO:0004672","WNK1B","MF"
"GO:0016791","PTPRK","MF"
"GO:0005261","CACNA1G","MF"
"GO:0004865","PPP1R11","MF"
"GO:0008420","CTDSPLA","MF"
"GO:0003677","LIG1","MF"
"GO:0005536","HK1","MF"
"GO:0003774","MYO5B","MF"
"GO:0015165","SLC35A2","MF"
"GO:0008270","DTX1","MF"
"GO:0005509","LCP1","MF"
"GO:0005524","STK16","MF"
"GO:0003924","RAB8B","MF"
"GO:0003684","XRCC1","MF"
"GO:0008270","ZCCHC10","MF"
"GO:0005388","ATP2A3","MF"
"GO:0003713","TADA2A","MF"
"GO:0003684","ERCC1","MF"
"GO:0042800","KMT2CA","MF"
"GO:0016763","MTAP","MF"
"GO:0005096","RGS4","MF"
"GO:0008270","RPS29","MF"
"GO:0030515","UTP6","MF"
"GO:0017056","NUP88","MF"
"GO:0004672","PTK6A","MF"
"GO:0003700","HOXA2B","MF"
"GO:0003735","RPL22L1","MF"
"GO:0005096","ELMOD2","MF"
"GO:0008484","GNSA","MF"
"GO:0003824","CKMB","MF"
"GO:0005509","LETM1","MF"
"GO:0003924","GPN1","MF"
"GO:0005509","DLB","MF"
"GO:0051082","CLPXA","MF"
"GO:0016175","NOXO1B","MF"
"GO:0031625","CACYBP","MF"
"GO:0004540","DIS3L2","MF"
"GO:0031681","GNG3","MF"
"GO:0004672","AKT2","MF"
"GO:0022857","SLC44A1B","MF"
"GO:0016712","CYP2AD3","MF"
"GO:0004129","COX6C","MF"
"GO:0042802","TFG","MF"
"GO:0003676","ERI1","MF"
"GO:0004396","GCK","MF"
"GO:0008270","PIAS2","MF"
"GO:0030695","GPSM1A","MF"
"GO:0031625","ERLIN1","MF"
"GO:0003697","MYEF2","MF"
"GO:0003994","ACO2","MF"
"GO:0005509","SWAP70B","MF"
"GO:0043565","NR2F6B","MF"
"GO:0003924","AGAP1","MF"
"GO:0001664","GNA11B","MF"
"GO:0035673","SLC15A2","MF"
"GO:0005261","MCOLN3A","MF"
"GO:0004634","ENO3","MF"
"GO:0003676","CNOT8","MF"
"GO:0005509","CANX","MF"
"GO:0004222","ADAMTS3","MF"
"GO:0043130","AMFR","MF"
"GO:0004386","DDX39AB","MF"
"GO:0046872","PCCA","MF"
"GO:0004674","SMG1","MF"
"GO:0015057","F2RL1.1","MF"
"GO:0004672","STRADA","MF"
"GO:0004222","PMPCB","MF"
"GO:0008017","KIFC1","MF"
"GO:0005112","JAG1A","MF"
"GO:0005525","RAB42B","MF"
"GO:0046873","SLC11A2","MF"
"GO:0019205","AK5L","MF"
"GO:0005509","PEF1","MF"
"GO:0003676","DDX19","MF"
"GO:0000287","PRPSAP2","MF"
"GO:0030170","CTH","MF"
"GO:0003950","PARP8","MF"
"GO:0060090","AKAP9","MF"
"GO:0008270","PHC2B","MF"
"GO:0005524","CDC6","MF"
"GO:0003723","EIF2S1B","MF"
"GO:0005509","FKBP14","MF"
"GO:0005509","S100W","MF"
"GO:0099106","FXYD1","MF"
"GO:0004674","SLKA","MF"
"GO:0004175","PSMB10","MF"
"GO:0003756","PDIA6","MF"
"GO:0004553","NAGA","MF"
"GO:0003676","CPEB2","MF"
"GO:0003723","KHDRBS1B","MF"
"GO:0019888","PHACTR4A","MF"
"GO:0000981","ENSDARG00000073944","MF"
"GO:0003676","NXF1","MF"
"GO:0004672","EPHA3","MF"
"GO:0005509","RASGRP3","MF"
"GO:0003676","PTBP3","MF"
"GO:0034632","RBP4L","MF"
"GO:0046983","NEUROD1","MF"
"GO:0005509","CAPN2A","MF"
"GO:0070569","UAP1","MF"
"GO:0070569","UAP1L1","MF"
"GO:0004672","B2M","MF"
"GO:0003700","MAFBB","MF"
"GO:0004869","CST14A.2","MF"
"GO:0008408","SI:CH73-152O7.1","MF"
"GO:0098599","PPT1","MF"
"GO:0003785","SI:CH211-11C15.3","MF"
"GO:0004386","MOV10A","MF"
"GO:0004019","ADSSL","MF"
"GO:0030246","ZGC:171776","MF"
"GO:0003735","RPS26","MF"
"GO:0003824","ILVBL","MF"
"GO:0047429","ASMTL","MF"
"GO:0000981","TLX2","MF"
"GO:0004672","STK26","MF"
"GO:0004450","IDH1","MF"
"GO:0003785","MKL1B","MF"
"GO:0015026","ACKR3B","MF"
"GO:0046983","MEF2D","MF"
"GO:0001786","SYTL2B","MF"
"GO:0030215","SEMA6D","MF"
"GO:0003735","MRPL32","MF"
"GO:0015078","ATP6V0D1","MF"
"GO:0035091","SNX3","MF"
"GO:0050661","GAPDHS","MF"
"GO:0008270","TTF2","MF"
"GO:0004888","SMO","MF"
"GO:0005509","HPCA","MF"
"GO:0019888","PPP2R5EA","MF"
"GO:0003774","CGNL1","MF"
"GO:0016429","TRMT61B","MF"
"GO:0016791","PTPREA","MF"
"GO:0005245","CACNA1BA","MF"
"GO:0030215","SEMA4C","MF"
"GO:0038023","ITGB1B.1","MF"
"GO:0003700","RXRGB","MF"
"GO:0008237","ADAM10A","MF"
"GO:0016531","COX17","MF"
"GO:0003906","NEIL1","MF"
"GO:0003824","MAN2B1","MF"
"GO:0015067","GATM","MF"
"GO:0004674","OXSR1A","MF"
"GO:0005247","CLCN4","MF"
"GO:0003824","GEN1","MF"
"GO:0004985","OGFRL1","MF"
"GO:0046982","NFYC","MF"
"GO:0004672","MYLK5","MF"
"GO:0016992","LIAS","MF"
"GO:0060090","SLC9A3R1","MF"
"GO:0003723","EIF4G3A","MF"
"GO:0003700","DMRTA2","MF"
"GO:0046982","TAF13","MF"
"GO:0003697","TEN1","MF"
"GO:0003700","TLX2","MF"
"GO:0003824","CDK5RAP1","MF"
"GO:0004661","PGGT1B","MF"
"GO:0003723","RPL14","MF"
"GO:0043565","ELF2B","MF"
"GO:0000981","PAX3A","MF"
"GO:0005524","DNAJA1","MF"
"GO:0000287","ITPK1B","MF"
"GO:0019838","KDRL","MF"
"GO:0004703","GRK4","MF"
"GO:0008324","SLC30A8","MF"
"GO:0004697","PRKCEA","MF"
"GO:0008146","SULT2ST2","MF"
"GO:0031625","ANAPC2","MF"
"GO:0003700","EF1","MF"
"GO:0003677","RFC2","MF"
"GO:0003678","MCM7","MF"
"GO:0051015","MYH9B","MF"
"GO:0031681","GNG10","MF"
"GO:0000981","EMX3","MF"
"GO:0003700","NFE2L1B","MF"
"GO:0035368","SECISBP2","MF"
"GO:0051082","DNAJB13","MF"
"GO:0003676","LARP6","MF"
"GO:0004725","MTMR8","MF"
"GO:0003676","RBMX2","MF"
"GO:0019901","CCNYL1","MF"
"GO:0042803","TERF1","MF"
"GO:0003824","RABGGTB","MF"
"GO:0003723","RPS15","MF"
"GO:0019843","MRPL16","MF"
"GO:0017025","GTF2B","MF"
"GO:0005507","MOXD1","MF"
"GO:0016790","SI:CH73-95L15.5","MF"
"GO:0008134","PPARGC1B","MF"
"GO:0003924","RAB34A","MF"
"GO:0016409","ZDHHC24","MF"
"GO:0003677","RPA3","MF"
"GO:0016614","G6PD","MF"
"GO:0004869","SI:BUSM1-57F23.1","MF"
"GO:0101005","YOD1","MF"
"GO:0031072","DNAJA1","MF"
"GO:0003723","HDLBPA","MF"
"GO:0035591","SARM1","MF"
"GO:0008488","GGCX","MF"
"GO:0031681","GNG5","MF"
"GO:0003700","ELF2A","MF"
"GO:0031369","EIF3BA","MF"
"GO:0003723","NOM1","MF"
"GO:0042626","ABCB7","MF"
"GO:0005509","CAPN1A","MF"
"GO:0008080","NAA10","MF"
"GO:0004465","LPL","MF"
"GO:0004148","DLDH","MF"
"GO:0001228","GMEB1","MF"
"GO:0016746","GPAT4","MF"
"GO:0003677","ZFAND3","MF"
"GO:0000287","ILVBL","MF"
"GO:0005509","ACTN1","MF"
"GO:0016279","FAM173B","MF"
"GO:0005509","NUCB1","MF"
"GO:0003824","ALDOAA","MF"
"GO:0016491","ENOX2","MF"
"GO:0004181","CPXM1B","MF"
"GO:1901981","PHLDA2","MF"
"GO:0061630","ANAPC11","MF"
"GO:0032217","ZGC:91890","MF"
"GO:0043565","HSF2","MF"
"GO:0003824","IMPDH2","MF"
"GO:0008080","NAA20","MF"
"GO:0008270","PAPPA2","MF"
"GO:0099106","SI:DKEY-33I11.4","MF"
"GO:0005524","CLPXA","MF"
"GO:0003712","MED14","MF"
"GO:0004222","ADAM28","MF"
"GO:0003700","NR3C1","MF"
"GO:0005104","FGF10A","MF"
"GO:0004679","PRKAA1","MF"
"GO:0003676","XRN2","MF"
"GO:0016627","DHODH","MF"
"GO:0004714","FLT1","MF"
"GO:0003700","NFE2L2A","MF"
"GO:0003712","MED31","MF"
"GO:0004343","GNPNAT1","MF"
"GO:0030276","TLN2A","MF"
"GO:0004362","GSR","MF"
"GO:0003824","ECI2","MF"
"GO:0016614","H6PD","MF"
"GO:0051082","DNAJB1B","MF"
"GO:0000981","NKX2.2A","MF"
"GO:0008270","PIAS4A","MF"
"GO:0030971","SHC1","MF"
"GO:0004888","CALCRLA","MF"
"GO:0003676","SRSF3B","MF"
"GO:0003700","ATF4B","MF"
"GO:0003712","MED11","MF"
"GO:0005085","ARHGEF16","MF"
"GO:0016811","ACER1","MF"
"GO:0003924","RHOCA","MF"
"GO:0005096","GIT2A","MF"
"GO:0005179","NPY","MF"
"GO:0004830","CABZ01100338.1","MF"
"GO:0005509","RYR2B","MF"
"GO:0046983","E2F3","MF"
"GO:0004576","STT3B","MF"
"GO:0003924","RAB21","MF"
"GO:0008138","CDC14B","MF"
"GO:0016818","NUDT14","MF"
"GO:0035091","SH3PXD2B","MF"
"GO:0052855","CARKD","MF"
"GO:0018024","SETD2","MF"
"GO:0003700","CREBZF","MF"
"GO:0043565","REREA","MF"
"GO:0004714","PDGFRA","MF"
"GO:0004402","HAT1","MF"
"GO:0000287","PGM3","MF"
"GO:0003735","MRPL43","MF"
"GO:0044877","BRK1","MF"
"GO:0003676","POLR3K","MF"
"GO:0046872","NRD1A","MF"
"GO:0008017","KIF14","MF"
"GO:0005319","NPC1","MF"
"GO:0046983","EBF3A","MF"
"GO:0003677","HP1BP3","MF"
"GO:0003700","IRF8","MF"
"GO:0005524","ATP6V1BA","MF"
"GO:0047522","PTGR1","MF"
"GO:0015035","ZGC:56493","MF"
"GO:0031625","CUL3B","MF"
"GO:0004843","OTUD5B","MF"
"GO:0008092","PLECB","MF"
"GO:0003924","REM1","MF"
"GO:0005524","NAV3","MF"
"GO:0016491","FAM213AA","MF"
"GO:0005507","SI:DKEY-16P21.8","MF"
"GO:0004197","USP1","MF"
"GO:0004378","ALG2","MF"
"GO:0003676","ZCCHC24","MF"
"GO:0005085","ARHGEF12","MF"
"GO:0005092","GDI1","MF"
"GO:0008124","PCBD1","MF"
"GO:0003723","RPS5","MF"
"GO:0003676","HAUS3","MF"
"GO:0004859","ANXA1C","MF"
"GO:0003924","RRAS2","MF"
"GO:0004222","ADAM19A","MF"
"GO:0003677","HER9","MF"
"GO:0045127","NAGK","MF"
"GO:0003824","GCLC","MF"
"GO:0003729","FMR1","MF"
"GO:0003707","RXRAA","MF"
"GO:0061608","SNUPN","MF"
"GO:0005216","KCNMA1A","MF"
"GO:0003735","MRPS25","MF"
"GO:0030234","PSMD2","MF"
"GO:0008080","SAT1B","MF"
"GO:0000774","GRPEL1","MF"
"GO:0003677","HER13","MF"
"GO:0003700","NR2C1","MF"
"GO:0015267","AQP11","MF"
"GO:0010309","ADI1","MF"
"GO:0004683","CAMK2G2","MF"
"GO:0000287","FARSB","MF"
"GO:0003676","PABPN1","MF"
"GO:0046983","AIFM1","MF"
"GO:0005509","FSTL1B","MF"
"GO:0004340","GCK","MF"
"GO:0003676","DHX37","MF"
"GO:0005509","MACF1A","MF"
"GO:0005509","MYL13","MF"
"GO:0008270","PLIN5","MF"
"GO:0008270","CLPXA","MF"
"GO:0004815","DARS","MF"
"GO:0004672","MAPKAPK3","MF"
"GO:0003676","ACIN1B","MF"
"GO:0003676","RNPS1","MF"
"GO:0003824","NAGA","MF"
"GO:0005509","S100S","MF"
"GO:0003924","RALAB","MF"
"GO:0008934","IMPA1","MF"
"GO:0000981","IRX5A","MF"
"GO:0003676","LEMD3","MF"
"GO:0005509","MEGF8","MF"
"GO:0003735","RPL7","MF"
"GO:0016874","UCHL1","MF"
"GO:0061630","RNF126","MF"
"GO:0008603","PRKAR1AB","MF"
"GO:0008289","STARD13B","MF"
"GO:0008270","PARP2","MF"
"GO:0004613","PCK2","MF"
"GO:0000977","PURAB","MF"
"GO:0005509","MYL9B","MF"
"GO:0016740","SPTLC2B","MF"
"GO:0003676","ZFHX3","MF"
"GO:0050660","SDHA","MF"
"GO:0004725","PTPRNA","MF"
"GO:0005198","KRT222","MF"
"GO:0008137","NDUFB4","MF"
"GO:0003735","MRPL33","MF"
"GO:0004691","AKAP13","MF"
"GO:0003723","RAD51AP1","MF"
"GO:0051015","MYH10","MF"
"GO:0003756","ERO1B","MF"
"GO:0051015","TMOD4","MF"
"GO:0003779","ENC1","MF"
"GO:0005509","CAPN8","MF"
"GO:0004750","RPE","MF"
"GO:0008297","MGME1","MF"
"GO:0016403","DDAH2","MF"
"GO:0008201","LRPAP1","MF"
"GO:0003676","BICC2","MF"
"GO:0008374","GPAT2","MF"
"GO:0003779","NCK2A","MF"
"GO:0015075","SFXN4","MF"
"GO:0005198","KRTT1C19E","MF"
"GO:0019797","P3H2","MF"
"GO:0008237","ADAM22","MF"
"GO:0032027","SPATA6L","MF"
"GO:0000981","LHX9","MF"
"GO:0005216","CACNA1AA","MF"
"GO:0070122","EIF3HA","MF"
"GO:0015631","STMN3","MF"
"GO:0016831","SGPL1","MF"
"GO:0008080","CSRP2BP","MF"
"GO:0000981","ISL2B","MF"
"GO:0004619","PGAM1A","MF"
"GO:0004372","SHMT1","MF"
"GO:0046923","KDELR2A","MF"
"GO:0016705","PLOD3","MF"
"GO:0016620","ALDH3A2A","MF"
"GO:0003676","EIF4A1A","MF"
"GO:0004114","PDE4BA","MF"
"GO:0003676","SNRPC","MF"
"GO:0005484","STX4","MF"
"GO:0005516","LSP1","MF"
"GO:0008017","JAKMIP1","MF"
"GO:0051015","CORO2A","MF"
"GO:0005198","KRT97","MF"
"GO:0051082","HSP90B1","MF"
"GO:0003677","CXXC5A","MF"
"GO:0016314","PTENA","MF"
"GO:0022848","CHRNA1","MF"
"GO:0008237","ZGC:174164","MF"
"GO:0005003","EPHA2","MF"
"GO:0005201","COL1A1A","MF"
"GO:0004867","COL7A1","MF"
"GO:0038036","S1PR5A","MF"
"GO:0017056","NUP188","MF"
"GO:0005154","EPGN","MF"
"GO:0033743","MSRB3","MF"
"GO:0005200","SI:CH211-114N24.6","MF"
"GO:0005509","TESCB","MF"
"GO:0003700","PBX2","MF"
"GO:0033192","PPP3CA","MF"
"GO:0046983","MYCA","MF"
"GO:0016811","ACY3.2","MF"
"GO:0004181","CPZ","MF"
"GO:0008270","SREK1IP1","MF"
"GO:0000978","RBPJA","MF"
"GO:0016616","LDHBA","MF"
