"id","gene","category"
"GO:0030154","NKX1.2LA","BP"
"GO:0030296","NRG1","MF"
"GO:0000398","ZCRB1","BP"
"GO:0005739","FAM173B","CC"
"GO:0009898","CHMP4C","CC"
"GO:0000981","MYF5","MF"
"GO:0005615","RCA2.1","CC"
"GO:0019221","GHRB","BP"
"GO:0005694","TRIP13","CC"
"GO:0005615","BMP6","CC"
"GO:0015026","NGFRB","MF"
"GO:0005758","CPOX","CC"
"GO:0000398","DBR1","BP"
"GO:0006357","ENSDARG00000021959","BP"
"GO:0035556","MAP4K4","BP"
"GO:1990726","SMX5","CC"
"GO:0033674","FGFR1A","BP"
"GO:0042826","MTA2","MF"
"GO:0016251","GTF2A2","MF"
"GO:0045893","EDRF1","BP"
"GO:0043005","RAC3B","CC"
"GO:0043236","ITGB1B.1","MF"
"GO:0005634","UBE2D4","CC"
"GO:0007422","NGFB","BP"
"GO:0005634","DIDO1","CC"
"GO:0005938","RHOGC","CC"
"GO:0005886","ADD2","CC"
"GO:0045893","NUP85","BP"
"GO:0005737","CLIC3","CC"
"GO:0005737","SWAP70B","CC"
"GO:0030182","LHX5","BP"
"GO:0036010","FAM21C","BP"
"GO:0005685","SNRNP70","CC"
"GO:0034236","PRKAR1AB","MF"
"GO:0044389","SUMO2B","MF"
"GO:0006163","FHIT","BP"
"GO:1901611","PLTP","MF"
"GO:0010133","SI:CH73-209E20.3","BP"
"GO:0022625","RPL3","CC"
"GO:0006891","TRAPPC3","BP"
"GO:0003677","SMC1AL","MF"
"GO:0005856","TAGLN2","CC"
"GO:0006355","MLF1","BP"
"GO:0019825","HBBE1.2","MF"
"GO:0006357","NR2F5","BP"
"GO:0005829","MAT2AA","CC"
"GO:0007212","GNAO1B","BP"
"GO:0005634","CUX1B","CC"
"GO:0031167","DIMT1L","BP"
"GO:0032956","RHOF","BP"
"GO:0005198","VPS25","MF"
"GO:0005829","AMPD3B","CC"
"GO:1990124","CPEB4","CC"
"GO:0005313","SLC25A18","MF"
"GO:0000981","HEY2","MF"
"GO:0030036","STARD13B","BP"
"GO:0005886","LRP2A","CC"
"GO:0032436","ARIH2","BP"
"GO:0045840","BTC","BP"
"GO:0005737","CCNB2","CC"
"GO:0032446","UBA3","BP"
"GO:0016342","CDH11","CC"
"GO:0022890","MMGT1","MF"
"GO:0003713","MTA3","MF"
"GO:0019901","RND2","MF"
"GO:0004711","RPS6KAL","MF"
"GO:0035064","ING4","MF"
"GO:0005764","DRAM2B","CC"
"GO:0030488","NSUN2","BP"
"GO:0031386","SUMO3A","MF"
"GO:0005793","YIF1A","CC"
"GO:0005736","POLR1A","CC"
"GO:0005886","RAF1B","CC"
"GO:0000978","ZBTB2B","MF"
"GO:0030154","SOX32","BP"
"GO:0071347","CCL20A.3","BP"
"GO:0005829","IGF2BP2B","CC"
"GO:0030154","RXRAA","BP"
"GO:0006906","VAMP8","BP"
"GO:0017022","TRAK1","MF"
"GO:0006470","PPP4R2B","BP"
"GO:0071004","SNRNP70","CC"
"GO:0051539","NFU1","MF"
"GO:0045746","DLL4","BP"
"GO:0006357","ZGC:110249","BP"
"GO:0003712","UXT","MF"
"GO:0006890","RAB41","BP"
"GO:0051082","HSPE1","MF"
"GO:0005912","CTNNB1","CC"
"GO:0006511","ADRM1","BP"
"GO:0000981","SOX1A","MF"
"GO:0000981","ZNF770","MF"
"GO:0019722","ACKR3B","BP"
"GO:0000978","ZNF281B","MF"
"GO:0030509","BMP16","BP"
"GO:0016607","RBM4.1","CC"
"GO:0061077","FKBP4","BP"
"GO:0031298","TIMELESS","CC"
"GO:0051123","TAF12","BP"
"GO:0048856","PAX6B","BP"
"GO:0045741","HBEGFA","BP"
"GO:0071577","SLC39A7","BP"
"GO:0008017","SPC24","MF"
"GO:0034237","WASF3B","MF"
"GO:0006906","STX12","BP"
"GO:0035914","MYOG","BP"
"GO:0030154","FOXD1","BP"
"GO:0005634","USP28","CC"
"GO:0019433","LIPG","BP"
"GO:0043235","CRLF1A","CC"
"GO:0005737","UBR7","CC"
"GO:0005829","DIXDC1A","CC"
"GO:0014857","SIX1A","BP"
"GO:0042393","SBNO2","MF"
"GO:0006486","MPI","BP"
"GO:0043005","CAMK2D1","CC"
"GO:0035861","RPA2","CC"
"GO:0097250","COX7A3","BP"
"GO:0005829","RAPH1A","CC"
"GO:0005634","IPMKB","CC"
"GO:0019911","MAL2","MF"
"GO:0036502","VIMP","CC"
"GO:0042542","GPX1A","BP"
"GO:0005901","MURCB","CC"
"GO:0042149","PRKAG1","BP"
"GO:0005634","BNIP3LB","CC"
"GO:0043231","EHD1B","CC"
"GO:0061630","RNF130","MF"
"GO:1990904","CELF3B","CC"
"GO:0070181","MRPS18A","MF"
"GO:1990023","HNRNPUA","CC"
"GO:0005829","GATSL2","CC"
"GO:0000480","ABT1","BP"
"GO:0006936","TPM3","BP"
"GO:0008154","SVILA","BP"
"GO:0042147","FAM21C","BP"
"GO:0005737","WWP1","CC"
"GO:0006208","DPYSL5A","BP"
"GO:0043231","LRRC39","CC"
"GO:0006656","CHKA","BP"
"GO:0048024","KHDRBS1A","BP"
"GO:0033596","TSC1B","CC"
"GO:1902287","PLXNA4","BP"
"GO:0051603","ZGC:110239","BP"
"GO:0005856","RHOF","CC"
"GO:0030057","DSC2L","CC"
"GO:0003924","RABL3","MF"
"GO:0005829","PTENA","CC"
"GO:0005634","UACAB","CC"
"GO:0005887","FGFR1A","CC"
"GO:0032956","SI:CH211-218O21.4","BP"
"GO:0005886","PTENB","CC"
"GO:0006890","COPB2","BP"
"GO:0005178","ITGB2","MF"
"GO:0030048","WIPF2B","BP"
"GO:0005643","POM121","CC"
"GO:0045930","BTG1","BP"
"GO:0097177","GUF1","MF"
"GO:0005730","GLTSCR2","CC"
"GO:0006357","ENG2B","BP"
"GO:0015629","FLII","CC"
"GO:0006805","CYP2K16","BP"
"GO:0045296","PKP1B","MF"
"GO:0005789","CALR","CC"
"GO:0006869","ABCA3B","BP"
"GO:0005886","SYTL4","CC"
"GO:0072686","CKAP2L","CC"
"GO:0046935","CISH","MF"
"GO:0098742","DCHS1B","BP"
"GO:0070857","FGFR4","BP"
"GO:0061355","WLS","BP"
"GO:0005102","ANGPTL4","MF"
"GO:0030234","COX6A1","MF"
"GO:0005634","BIRC5A","CC"
"GO:0000978","ATF6","MF"
"GO:0005813","NPM1B","CC"
"GO:0005730","DHX9","CC"
"GO:0005793","LRPAP1","CC"
"GO:0000226","TUBA8L2","BP"
"GO:0006357","GRHL3","BP"
"GO:0030154","CAV1","BP"
"GO:0016471","ATP6V0A1A","CC"
"GO:0003985","ACAT2","MF"
"GO:0032143","MSH2","MF"
"GO:0019901","CAV1","MF"
"GO:0043161","UBE2KA","BP"
"GO:0005886","AMOTL2A","CC"
"GO:0090307","CLASP2","BP"
"GO:0001188","POLR1E","BP"
"GO:0005887","TSPAN18B","CC"
"GO:0089701","U2AF2B","CC"
"GO:0006357","MSGN1","BP"
"GO:0005829","PLEKHA8","CC"
"GO:0005634","SI:DKEY-82I20.2","CC"
"GO:0005829","WNK1B","CC"
"GO:0005829","SPRY2","CC"
"GO:0005111","FGF17","MF"
"GO:0007165","MOB1BA","BP"
"GO:0016236","NBR1","BP"
"GO:0006897","SI:CH211-11K18.4","BP"
"GO:0007165","RGS3B","BP"
"GO:0008360","RHOCA","BP"
"GO:0030276","EPN2","MF"
"GO:0005634","DBF4B","CC"
"GO:0043235","BMPR2A","CC"
"GO:0061182","FAM101B","BP"
"GO:0008021","BIN1B","CC"
"GO:0005684","CCDC12","CC"
"GO:0007169","PTK2BB","BP"
"GO:0000978","IRF5","MF"
"GO:0006357","ATOH1C","BP"
"GO:0000976","ARID4B","MF"
"GO:0005743","DHRS13L1","CC"
"GO:0016363","XPOT","CC"
"GO:0048513","SPRY4","BP"
"GO:0019933","PDE7A","BP"
"GO:0000978","SOX11A","MF"
"GO:0005911","PTK7A","CC"
"GO:0006620","SEC63","BP"
"GO:0043005","SLC6A13L","CC"
"GO:0031204","SEC61A1L","BP"
"GO:1990573","ATP1A2A","BP"
"GO:0034626","ELOVL1B","BP"
"GO:0003729","IGF2BP1","MF"
"GO:0030515","IMP4","MF"
"GO:0051015","TPM4B","MF"
"GO:0006886","TMED4","BP"
"GO:0060548","AGR1","BP"
"GO:0005747","NDUFB11","CC"
"GO:0000122","DLX2B","BP"
"GO:0018105","PRKCI","BP"
"GO:0005635","MTMR8","CC"
"GO:0007030","TMED9","BP"
"GO:0043204","GIGFY2","CC"
"GO:0006284","HUWE1","BP"
"GO:0044772","CCND2A","BP"
"GO:0061630","UBE3D","MF"
"GO:0005874","KIF1B","CC"
"GO:0070224","SQRDL","MF"
"GO:0005509","CCDC47","MF"
"GO:0000079","CCNH","BP"
"GO:0000978","SI:DKEY-269O24.6","MF"
"GO:0005522","EVLB","MF"
"GO:0007009","MYOF","BP"
"GO:0050808","PPFIA3","BP"
"GO:0000045","NSFL1C","BP"
"GO:0010165","ANXA1C","BP"
"GO:0006357","SI:DKEY-43P13.5","BP"
"GO:0000226","TUBB5","BP"
"GO:0043968","MORF4L1","BP"
"GO:0005768","PACSIN1A","CC"
"GO:0061630","RNF145B","MF"
"GO:0005634","BRWD1","CC"
"GO:0005776","TBC1D14","CC"
"GO:0005667","LDB1A","CC"
"GO:0030100","RAB4A","BP"
"GO:0005634","CSNK1G2A","CC"
"GO:0005737","HIPK3A","CC"
"GO:0016471","ATP6V0A2A","CC"
"GO:0046527","POGLUT1","MF"
"GO:0000977","LHX9","MF"
"GO:0089720","FADD","MF"
"GO:0030424","KIF1AA","CC"
"GO:0030509","BMPR1AA","BP"
"GO:0008139","NUP214","MF"
"GO:0051787","DERL2","MF"
"GO:0006357","TFDP1A","BP"
"GO:0005789","REEP3A","CC"
"GO:0006357","SI:DKEYP-113D7.1","BP"
"GO:0033314","CDC6","BP"
"GO:0070628","ADRM1","MF"
"GO:0043005","VSIG10","CC"
"GO:0006294","GTF2H5","BP"
"GO:0005634","SI:BUSM1-105L16.2","CC"
"GO:0034613","SEPT2","BP"
"GO:0003726","ADARB1A","MF"
"GO:0000151","UBE2D3","CC"
"GO:0005829","APBB1IP","CC"
"GO:0030176","SLC35B1","CC"
"GO:0050767","ASCL1B","BP"
"GO:0006954","TUSC2B","BP"
"GO:0048870","PLD1B","BP"
"GO:0000480","TBL3","BP"
"GO:0006325","ZGC:158409","BP"
"GO:0000288","POLR2D","BP"
"GO:0016311","ALPL","BP"
"GO:0097190","ANXA6","BP"
"GO:0060158","DRD2B","BP"
"GO:0060271","SEPT15","BP"
"GO:0005743","ABCB7","CC"
"GO:0005737","SPS2","CC"
"GO:0005654","HNRNPA0L","CC"
"GO:0000978","MYCA","MF"
"GO:0007097","SYNE2","BP"
"GO:0097157","PRPF8","MF"
"GO:0006888","TMED3","BP"
"GO:0019563","TPI1B","BP"
"GO:0031593","UBQLN4","MF"
"GO:0005887","PCDH18A","CC"
"GO:0048406","NGFRB","MF"
"GO:0007059","SPC24","BP"
"GO:0030132","EPS15L1A","CC"
"GO:0048856","NR2F2","BP"
"GO:0006898","LRP2A","BP"
"GO:0000122","RXRAA","BP"
"GO:0005929","TTLL4","CC"
"GO:0005789","CHPT1","CC"
"GO:0098793","FMR1","CC"
"GO:1900028","SI:CH211-247J9.1","BP"
"GO:0015709","SLC25A14","BP"
"GO:0031146","CUL1A","BP"
"GO:0000149","STX2B","MF"
"GO:0006357","OTX2","BP"
"GO:0004103","CHKA","MF"
"GO:0005886","GPR143","CC"
"GO:0005814","NIN","CC"
"GO:0005246","REM1","MF"
"GO:0006357","HMGB1B","BP"
"GO:0000981","PAX1A","MF"
"GO:0032465","PLK2A","BP"
"GO:0031011","ACTR5","CC"
"GO:0045332","TMEM30AA","BP"
"GO:0008284","MYCB","BP"
"GO:0007015","TPM3","BP"
"GO:0043529","CAMLG","CC"
"GO:0098973","ACTB1","MF"
"GO:0016260","SPS2","BP"
"GO:0003682","TSPYL1","MF"
"GO:0004842","RBCK1","MF"
"GO:0000978","FOSAB","MF"
"GO:0035313","SI:CH211-247J9.1","BP"
"GO:0007097","SYNE1B","BP"
"GO:0043186","HELZ","CC"
"GO:0030027","ABI3B","CC"
"GO:0005737","ZGC:101785","CC"
"GO:0006606","RPAIN","BP"
"GO:0071011","LSM8","CC"
"GO:0000785","TSPYL1","CC"
"GO:0045746","ZGC:110340","BP"
"GO:0080090","PRKAB1B","BP"
"GO:0005737","HSPA5","CC"
"GO:0001193","POLR2I","BP"
"GO:0045202","MAP1AA","CC"
"GO:0006357","ATF5B","BP"
"GO:0043113","ERBB2IP","BP"
"GO:0045893","CXXC1A","BP"
"GO:0031201","STX4","CC"
"GO:0032588","SCAMP2","CC"
"GO:0006355","ZGC:66448","BP"
"GO:0032956","IQGAP1","BP"
"GO:0022407","ADAM8A","BP"
"GO:0005762","MRPL38","CC"
"GO:0039706","DKK1B","MF"
"GO:0031629","STX4","BP"
"GO:0009953","ACVRL1","BP"
"GO:0005737","TOB1A","CC"
"GO:0001891","BIN2B","CC"
"GO:0003688","ORC4","MF"
"GO:0006357","SI:CH211-282K23.2","BP"
"GO:0030509","SMAD7","BP"
"GO:0006261","RFC3","BP"
"GO:0000978","SMAD2","MF"
"GO:0004467","ACSL3B","MF"
"GO:0015854","SLC29A2","BP"
"GO:1905515","CSNK1DB","BP"
"GO:0007623","AANAT2","BP"
"GO:0046847","FGD4A","BP"
"GO:0008266","DAZAP1","MF"
"GO:0009887","FGF17","BP"
"GO:0003712","THRAP3A","MF"
"GO:0140312","AP1G2","MF"
"GO:0007043","CTNND1","BP"
"GO:0048280","SEC22BA","BP"
"GO:0007098","HAUS3","BP"
"GO:0019901","FAM212AA","MF"
"GO:0000244","AAR2","BP"
"GO:0030620","COIL","MF"
"GO:0005789","RNF175","CC"
"GO:0016477","CDC42L","BP"
"GO:2000051","RNF213","BP"
"GO:0007266","EPS8L2","BP"
"GO:0003729","RBPMS2A","MF"
"GO:0046332","BMPR1BA","MF"
"GO:0009653","SOX32","BP"
"GO:0042273","RPL35A","BP"
"GO:0047496","CCDC64B","BP"
"GO:0022627","RPS15","CC"
"GO:0005737","GSTT1A","CC"
"GO:0017157","RAB10","BP"
"GO:0005102","ANGPTL2B","MF"
"GO:0043087","ARHGAP12B","BP"
"GO:0032040","SNU13A","CC"
"GO:0006897","RAB5B","BP"
"GO:0008380","CCDC130","BP"
"GO:0030163","CLPXA","BP"
"GO:0030374","NCOA6","MF"
"GO:0005509","ESYT1A","MF"
"GO:0005730","UPF3B","CC"
"GO:0005764","CTSLB","CC"
"GO:0007010","BRWD1","BP"
"GO:0005737","DHX36","CC"
"GO:0005634","PER1B","CC"
"GO:0030007","ATP1A1B","BP"
"GO:0050839","POSTNB","MF"
"GO:0005886","LRP8","CC"
"GO:0042788","NUFIP2","CC"
"GO:0006826","HEPHL1A","BP"
"GO:0005737","NRBP2A","CC"
"GO:0009311","NAGA","BP"
"GO:0006271","POLD2","BP"
"GO:0016973","SARNP","BP"
"GO:0006342","PCGF1","BP"
"GO:0001654","PBX4","BP"
"GO:0050811","LHFPL4A","MF"
"GO:0005887","PCDH1B","CC"
"GO:0030992","FLR","CC"
"GO:0099059","CDH2","CC"
"GO:0072686","MAD1L1","CC"
"GO:0033962","DDX6","BP"
"GO:0043005","KISS1","CC"
"GO:0005604","NTN1A","CC"
"GO:0007062","SMC3","BP"
"GO:0030198","ADAMTS18","BP"
"GO:0043025","MAP1SA","CC"
"GO:0042178","CYP2AA1","BP"
"GO:0080025","WDR45","MF"
"GO:0003690","KIN","MF"
"GO:0098655","TRPM7","BP"
"GO:0032266","SNX12","MF"
"GO:0043928","EXOSC8","BP"
"GO:0097602","KCTD17","MF"
"GO:0042102","ANXA1B","BP"
"GO:0005887","TSPAN7","CC"
"GO:0048856","VWDE","BP"
"GO:0008278","SMC3","CC"
"GO:0006511","RNF14","BP"
"GO:0007015","TPM2","BP"
"GO:0006457","P4HB","BP"
"GO:0000978","KLF13","MF"
"GO:0019941","UBA52","BP"
"GO:0097120","DLG1L","BP"
"GO:0006869","ABCA1B","BP"
"GO:0005737","HNRNPM","CC"
"GO:0072659","TSPAN33A","BP"
"GO:0051764","BAIAP2B","BP"
"GO:0006357","FOXI3A","BP"
"GO:0002188","EIF3S10","BP"
"GO:0051787","HSPA5","MF"
"GO:0006355","HCFC2","BP"
"GO:0061844","CXCL14","BP"
"GO:0005887","SEMA6E","CC"
"GO:0005829","DNAJA2L","CC"
"GO:0004029","ALDH2.1","MF"
"GO:0043005","MAPTB","CC"
"GO:0005737","TNIKA","CC"
"GO:0019894","IFT88","MF"
"GO:0005886","AGTRAP","CC"
"GO:0005737","MYO5B","CC"
"GO:0005783","ACSL3B","CC"
"GO:0036064","PIFO","CC"
"GO:0005737","MAPK10","CC"
"GO:0070411","SMAD7","MF"
"GO:0003723","APOBEC2A","MF"
"GO:0019346","TST","BP"
"GO:0002181","RPL22L1","BP"
"GO:0005737","JTB","CC"
"GO:0040038","SPIRE1A","BP"
"GO:0005902","FSCN1A","CC"
"GO:0005886","HSP90AA1.1","CC"
"GO:0030134","TEX261","CC"
"GO:0000978","ZNF516","MF"
"GO:0005829","NOS1","CC"
"GO:0030688","TSR1","CC"
"GO:0002264","ZGC:110340","BP"
"GO:0022625","RPL21","CC"
"GO:0005739","TUFM","CC"
"GO:0071782","REEP3A","CC"
"GO:0012505","VMP1","CC"
"GO:1905267","RPP40","BP"
"GO:0006633","ACLYA","BP"
"GO:0005634","ZNF1035","CC"
"GO:0043328","STAM","BP"
"GO:0030426","FXR1","CC"
"GO:0001881","PLEKHJ1","BP"
"GO:0005634","EAPP","CC"
"GO:0099604","TRPM4A","MF"
"GO:0006622","SORL1","BP"
"GO:0050808","PPFIBP1B","BP"
"GO:0006357","SMAD2","BP"
"GO:0006357","RCOR2","BP"
"GO:0005634","FAM53C","CC"
"GO:0043280","UACAB","BP"
"GO:0002181","RPLP1","BP"
"GO:0045505","SI:DKEY-148F10.4","MF"
"GO:0030182","BHLHA15","BP"
"GO:0060271","EHD4","BP"
"GO:0061630","TRIM3B","MF"
"GO:0005737","PCBP4","CC"
"GO:0031032","EPB41L4A","BP"
"GO:0006357","PAX7B","BP"
"GO:0043235","GHRA","CC"
"GO:0005634","HSPA4B","CC"
"GO:0016324","PARD6GB","CC"
"GO:0005290","SLC38A3B","MF"
"GO:0000932","DDX6","CC"
"GO:0012505","NENF","CC"
"GO:0005484","SNAP25A","MF"
"GO:0000981","MYCLA","MF"
"GO:0017124","ABI2B","MF"
"GO:0006684","SMPD3","BP"
"GO:0031490","CREBBPA","MF"
"GO:0045899","PSMC6","BP"
"GO:0016538","CCNI","MF"
"GO:0022618","RPL38","BP"
"GO:0012505","RAB5B","CC"
"GO:0005777","SOD1","CC"
"GO:0042073","IFT52","BP"
"GO:0005739","SI:DKEY-238O13.4","CC"
"GO:0030334","TMSB","BP"
"GO:0000922","PLK2B","CC"
"GO:0034976","ZGC:100906","BP"
"GO:0005829","RBMS2B","CC"
"GO:0001708","TBX5A","BP"
"GO:1902945","ADAM10A","MF"
"GO:0017124","ABI1A","MF"
"GO:0005634","STK17B","CC"
"GO:0043410","INSRA","BP"
"GO:0045746","DLA","BP"
"GO:0043022","SRP72","MF"
"GO:0000796","NCAPH2","CC"
"GO:0000978","HOXA9B","MF"
"GO:0071320","RAP1AB","BP"
"GO:0007507","DYX1C1","BP"
"GO:0003877","KARS","MF"
"GO:0006470","PPP2R1B","BP"
"GO:0009898","GM2A","CC"
"GO:0016050","SORT1B","BP"
"GO:0006897","RAB5AA","BP"
"GO:0005886","XKR9","CC"
"GO:0031146","ZGC:114081","BP"
"GO:0030100","PACSIN1A","BP"
"GO:0007267","CX36.7","BP"
"GO:0030198","COL9A3","BP"
"GO:0016139","NAGA","BP"
"GO:0006208","DPYSL2B","BP"
"GO:0005737","GADD45AB","CC"
"GO:0007186","GNB2","BP"
"GO:0000978","SOX21A","MF"
"GO:0006357","HOXB3A","BP"
"GO:0007015","RHOCB","BP"
"GO:0007411","EFNB2B","BP"
"GO:0051225","MAPRE3B","BP"
"GO:0098505","TERF1","MF"
"GO:0005829","HSP70.2","CC"
"GO:0043005","STMN2A","CC"
"GO:0030497","HACD4","BP"
"GO:1990050","PRELID3B","MF"
"GO:0017148","PAIP2B","BP"
"GO:0042138","MRE11A","BP"
"GO:0048856","NR2F1A","BP"
"GO:0019941","UBB","BP"
"GO:0007420","NDRG4","BP"
"GO:0005739","AK9","CC"
"GO:0030865","RAC3B","BP"
"GO:0043001","GOLGA7","BP"
"GO:0060395","SMAD2","BP"
"GO:0008519","SLC12A2","MF"
"GO:0006378","FIP1L1B","BP"
"GO:0010759","AKIRIN1","BP"
"GO:0043596","ETAA1","CC"
"GO:0005765","LAMP1","CC"
"GO:0005739","SOD1","CC"
"GO:0001227","PATZ1","MF"
"GO:0099152","GRIPAP1","BP"
"GO:0045504","DNAL1","MF"
"GO:0046854","CISH","BP"
"GO:0043197","SLA1","CC"
"GO:0006886","TMED9","BP"
"GO:0030036","SPTBN2","BP"
"GO:0009409","SLC27A1A","BP"
"GO:0005886","STXBP1A","CC"
"GO:0005666","POLR3E","CC"
"GO:0000463","RPL35","BP"
"GO:0005739","ZGC:109744","CC"
"GO:0005887","SLC6A11A","CC"
"GO:0005634","FXR1","CC"
"GO:0003712","SMARCD1","MF"
"GO:0007613","NTF3","BP"
"GO:0000978","HER4.4","MF"
"GO:0035094","CHRNA5","BP"
"GO:0005654","RNPS1","CC"
"GO:0000981","HER3","MF"
"GO:0009986","EGFL7","CC"
"GO:0070588","SI:DKEY-28B4.8","BP"
"GO:0003009","DUB","BP"
"GO:0006032","SI:CH211-226M16.2","BP"
"GO:0006368","PCID2","BP"
"GO:0005634","TOB1A","CC"
"GO:0019842","GGCX","MF"
"GO:0005615","CHGA","CC"
"GO:0005634","HER4.2","CC"
"GO:0034057","EIF4BB","MF"
"GO:0030054","EPPK1","CC"
"GO:0007411","DAG1","BP"
"GO:0015629","MYO1B","CC"
"GO:0033627","ITGB1B.1","BP"
"GO:0000398","SMX5","BP"
"GO:0050877","GABRA5","BP"
"GO:0051015","MYO1B","MF"
"GO:0007189","S1PR1","BP"
"GO:0070273","PLEKHA5","MF"
"GO:0000981","NFIA","MF"
"GO:0060070","DVL3A","BP"
"GO:0005687","PRPF31","CC"
"GO:0017056","TPRB","MF"
"GO:0005739","BADA","CC"
"GO:0016192","ARF3A","BP"
"GO:0046540","SNRPB","CC"
"GO:0030154","ID1","BP"
"GO:0003729","HNRPKL","MF"
"GO:0045505","DYNLRB1","MF"
"GO:0005654","CHCHD1","CC"
"GO:0071712","UFD1L","BP"
"GO:0007165","SCUBE2","BP"
"GO:0070851","PDGFBB","MF"
"GO:0005634","MIS18A","CC"
"GO:0006338","TADA2A","BP"
"GO:0007029","ATL1","BP"
"GO:0090630","EVI5B","BP"
"GO:0005956","ZGC:86598","CC"
"GO:0043161","PSMD4B","BP"
"GO:0000460","RPF1","BP"
"GO:0030154","NKX2.7","BP"
"GO:0015918","NPC2","BP"
"GO:1990023","PRC1A","CC"
"GO:0005739","UQCRC2B","CC"
"GO:0005815","CETN3","CC"
"GO:0005730","FAM32A","CC"
"GO:0000177","DIS3","CC"
"GO:0043410","CAV2","BP"
"GO:0015276","ANXA6","MF"
"GO:0008284","EPGN","BP"
"GO:0005198","DSPA","MF"
"GO:0006623","VPS37C","BP"
"GO:0005604","DAG1","CC"
"GO:1990253","SI:ZFOS-80G12.1","BP"
"GO:0043123","AKAP13","BP"
"GO:0048471","S100V2","CC"
"GO:0006357","KLF11A","BP"
"GO:0005768","RAB5C","CC"
"GO:0030686","KRI1","CC"
"GO:0070198","TERFA","BP"
"GO:0004674","MARK4","MF"
"GO:0005737","SI:DKEYP-94B4.1","CC"
"GO:0006357","POU2F2A","BP"
"GO:0047496","TRAK1","BP"
"GO:0070181","UTP23","MF"
"GO:0005737","KCTD5A","CC"
"GO:0051015","TRIOBPA","MF"
"GO:0005794","TMED9","CC"
"GO:0070461","TADA2A","CC"
"GO:0090090","GSK3AB","BP"
"GO:0005737","UBR2","CC"
"GO:0005886","ADD1","CC"
"GO:0031416","NAA20","CC"
"GO:0044325","PDE4BA","MF"
"GO:0007015","MARCKSA","BP"
"GO:0042760","ABCD3A","BP"
"GO:0031386","NEDD8","MF"
"GO:0043653","FIS1","BP"
"GO:0019888","PPP6R3","MF"
"GO:0000978","TCF7L2","MF"
"GO:0034097","TIMP2B","BP"
"GO:0090443","PDCD10A","CC"
"GO:0000307","CCNB3","CC"
"GO:0005737","TSN","CC"
"GO:0071805","KCNN1A","BP"
"GO:0005634","UGDH","CC"
"GO:0002181","RPL35A","BP"
"GO:0005901","SDPRA","CC"
"GO:0006656","SLC27A1A","BP"
"GO:0005615","BMP5","CC"
"GO:0016020","SUCO","CC"
"GO:0035556","NUAK1B","BP"
"GO:0048278","STX5AL","BP"
"GO:0045921","CADPSB","BP"
"GO:0001006","BRF1B","MF"
"GO:0070700","BMP2A","MF"
"GO:0005683","LSM11","CC"
"GO:0008429","MAP1LC3A","MF"
"GO:0030971","CRKL","MF"
"GO:0034243","EAF1","BP"
"GO:0042393","KMT2CA","MF"
"GO:0005634","AJUBA","CC"
"GO:0015194","SLC38A7","MF"
"GO:0042551","SRRM4","BP"
"GO:0005096","LLGL1","MF"
"GO:0005125","IL11B","MF"
"GO:0007399","ACTL6A","BP"
"GO:0032040","HEATR1","CC"
"GO:0070374","ARRB2B","BP"
"GO:0009653","PITX2","BP"
"GO:0042159","APOEB","BP"
"GO:0005737","PPP1R1C","CC"
"GO:0005506","ISCA2","MF"
"GO:0051603","SI:DKEY-239J18.3","BP"
"GO:0043161","HUWE1","BP"
"GO:0005615","LGI1B","CC"
"GO:0016020","CASKIN2","CC"
"GO:0000981","ATF3","MF"
"GO:0031410","HPS4","CC"
"GO:0005886","SLC27A4","CC"
"GO:0031625","UBE2D1A","MF"
"GO:0032040","WDR3","CC"
"GO:0006606","FAM53B","BP"
"GO:0005739","GPX1B","CC"
"GO:0002193","RBPJB","CC"
"GO:0005212","CRYBA1L1","MF"
"GO:0008276","N6AMT1","MF"
"GO:0000981","DACHC","MF"
"GO:0045944","RNF4","BP"
"GO:0006805","CYP2K8","BP"
"GO:0043130","BUB3","MF"
"GO:0051015","ZGC:86896","MF"
"GO:0008494","MIF4GDB","MF"
"GO:0007165","GABRA5","BP"
"GO:0035269","SDF2L1","BP"
"GO:0071423","SLC25A11","BP"
"GO:0048488","SYT2A","BP"
"GO:0000978","HOXB6A","MF"
"GO:0070847","CRSP7","CC"
"GO:0061099","CAV1","BP"
"GO:0006486","ALG1","BP"
"GO:0005615","COL19A1","CC"
"GO:0005634","SALL3A","CC"
"GO:0005794","ICAL1","CC"
"GO:0030479","CFL2","CC"
"GO:0045860","ADCYAP1B","BP"
"GO:0005737","SPHK2","CC"
"GO:0043256","LAMB1A","CC"
"GO:0007420","PBX4","BP"
"GO:0005654","THAP11","CC"
"GO:0005911","IGSF9B","CC"
"GO:0000981","ATOH8","MF"
"GO:0016887","KIF13BA","MF"
"GO:0042393","SETB","MF"
"GO:0022627","RPS16","CC"
"GO:0000978","IRX5A","MF"
"GO:0070507","PHLDB1B","BP"
"GO:1902622","RHOGB","BP"
"GO:0042393","ZGC:101819","MF"
"GO:0032446","UBA2","BP"
"GO:0000981","FOSB","MF"
"GO:1990904","GRSF1","CC"
"GO:0097718","HSP90AB1","MF"
"GO:0048015","PLCD1A","BP"
"GO:0072318","DNAJC6","BP"
"GO:0045211","KCNMA1A","CC"
"GO:0040037","SULF1","BP"
"GO:0000977","GBX2","MF"
"GO:0034046","HNRNPUA","MF"
"GO:0003712","ZGC:112982","MF"
"GO:0005737","USP2A","CC"
